sMCI1,sMCI2,sMCI3,pMCI1,pMCI2,pMCI3
-3.756734493739188,-4.6371217281111825,-5.105528561374854,-0.6993005858327876,-1.0109410493235345,-1.5078538510073543
-6.109107205615743,-7.067341059958409,-8.14326699055647,0.2280960711043889,-0.5401871651208836,-0.40697678552770356
1.8448206381524983,0.8245345206948116,0.0898980860672225,-3.520995410856216,-4.169661150216072,-4.150056726777052
-7.481713765415293,-7.921624300797859,-9.469737506102788,18.127402552806174,17.437159934670603,17.48048343458923
7.796710160684299,7.129888262303098,6.54329697964782,-0.7274426691225244,-1.578714395887772,-2.270575766789591
-11.612376871596936,-12.436265616746667,-14.187031530450966,8.179107329836711,7.95628549539893,7.22190942637647
5.396888785177879,4.586164834616554,3.968506855510938,1.3710614684720213,1.0121929952022413,0.5072172084275479
1.912735610201267,0.9245617659062049,0.6748829103640048,-0.34740700751488873,-0.38952160951717474,0.07185380352503046
-7.203463894698999,-7.88532138506875,-8.730365923848467,3.727475238834316,3.5732111246949927,3.0487111436853525
-4.105359775658201,-4.798915236676507,-5.744306268891847,-1.0134677679906474,-1.7458332414346245,-2.341699124943915
3.3274468024962403,-0.09405049941312882,1.8312906784389469,-3.9472027864841266,-3.200191339783089,-6.003519489944807
10.428083044617267,9.242281400185476,8.700913386542652,1.5341899243046981,1.0632068410753988,0.7768231906878356
-0.972095701283564,-2.0413921420857832,-3.0666060520595977,10.759664907148988,9.962239733615007,9.43207330920525
3.5542985926954174,2.2933005273010707,1.6153460854040134,10.034196451294946,9.257910066803362,9.021972104512187
2.291588090671439,0.7490482163805154,0.3800483730237687,-6.648323531247286,-7.704799853837272,-6.726608405561905
-6.994590659144748,-8.271857310931466,-9.31804450016729,2.805491790500369,2.754795566591042,2.1735947459153806
2.071982316549594,0.7436853579670526,1.2541606310538782,16.934574741282333,16.360022609727835,15.882395903639676
-0.559670707525953,-1.4138079788001932,-1.8769959928226143,6.425900617347153,5.964798382512569,4.06710100002141
5.960740629727155,5.659270807379855,5.235608296424388,-3.681574036252897,-3.7834504779288523,-4.158116946280245
2.1944747232618482,1.4427490653593225,0.7065800711919081,-1.6897702435730366,-2.1936977438054583,-2.116341818634467
6.104309360724315,5.529705122740523,4.999371878989791,3.4980831322177153,3.9712365383303307,3.7812955047892842
-9.489402410815117,-10.61230302584083,-10.842881310616193,-0.7040201048625931,-0.9071173037862934,-1.8681037250188837
-6.389316690794345,-6.982136423534499,-7.891242044934856,6.973217868965051,6.8713524046135035,6.910703813086627
-8.52065722981375,-9.075146985983466,-9.250470277416525,-3.3581324122460217,-4.894885736665316,-5.051194475955029
4.692432348978883,3.615752056719316,2.978441600173525,2.4755229259764064,2.655179738181502,0.04819191650591392
1.3976060251897735,1.227664407002365,0.22602402964271562,-8.917586576406904,-11.087893136878648,-10.678202965409454
12.139185036623473,11.097310357609587,10.772668837896461,15.485305894627842,15.336502288746502,15.24201075477923
-6.2625160441871515,-7.310141759956451,-9.779124181123578,3.5933242809155956,3.723601815662363,1.0643142895972204
-3.529406824148495,-4.5127814265295,-5.457383943315179,0.14938871779557417,-0.2260372929025749,-0.5731928878311123
-8.85661888694888,-9.486053224446792,-10.136139191687619,-0.6327389904782592,-2.2998826997301336,-1.5554887194252984
-1.5952230185674523,-1.840831810365529,-2.300922174444864,1.7794044949869061,1.470721763062798,1.1027160671578855
-2.301518258745915,-2.991045473692026,-3.6096800032349847,-6.28484465239373,-6.5521536238339735,-7.439256240951423
-1.669065270684328,-2.2478533913796355,-2.9656373075585094,-4.680627407714226,-5.350354844668331,-6.264426095532045
-0.5389429758106701,-1.933102677144447,-2.349811139593413,5.118967238949409,4.612694926258854,4.300834086043494
6.097613762670392,5.8230233492188574,5.5567956254249395,4.921548041286798,4.047919299867189,3.8978282315228654
-4.593972476286041,-4.99451467343944,-5.595529893266217,6.722061711888628,6.276682767352895,6.548462537542676
0.04898108433116022,-0.7364012392427384,-2.024733682596761,7.763691837004586,5.690253046184623,7.292298806520549
-0.8489433466210272,-2.0642192543458577,-2.7348246742971725,5.7474777979590925,6.174056710489836,4.845558672118273
-9.447644786512896,-10.12657469396521,-10.891815642429165,1.5825730924875074,1.008336184396839,0.16791217984025764
11.028066253200677,9.892022541040006,9.60631570579605,-6.256410780727862,-8.143685647717263,-8.621115195142522
10.099374028546322,8.560738589225835,7.646584877388321,-0.7758721239304975,-1.8508333701818458,-1.4882394723138788
2.9644621020550375,1.2375043124146146,0.1409741256777437,-4.742279328882304,-5.599835052521456,-6.78658613429171
-5.880774903249375,-6.846502006718083,-7.9353163654882195,0.6708371972704441,0.1295508606472282,-0.9254028499889131
-0.9333194897956076,-1.337679581799918,-2.6793657974537126,-1.2348091058174333,-4.271154014639308,-4.470040161428557
9.488568169063356,8.649596777310876,7.8113024289983315,-3.2952987614683735,-3.899169969205019,-4.851693652869329
1.161786631155195,1.0746474852800105,0.2532217442163329,-12.36207987014808,-13.08261296578911,-13.379357924623676
-4.919405673701249,-5.08915141128719,-8.755192961755085,3.580749851850868,2.9273689705709955,2.3148749214079487
-1.9328059268364655,-2.5166758973042107,-2.7481786681441065,-0.06704700831079435,-0.6462006601552162,-0.9568818473879048
3.009797305493521,2.4713547181773663,1.7062960749942846,-8.697164393393166,-9.926392416658288,-10.316384601611531
5.7993715796309715,3.4899802713973287,3.4715747568076694,-3.594007292734446,-2.8934344250042017,-3.665409434928918
-4.422765776610717,-5.6545127326144495,-6.415327219510985,5.543294798419524,5.277319039924365,4.178387069521904
3.734602600288568,2.6964604565797714,1.901352092379284,-1.0667833161899267,-1.5597555453197174,-2.0907155493911347
-5.377985805141094,-6.090785424578343,-5.352209713115002,-3.403184826343164,-3.4494807948845505,-3.8542589477357723
0.9621668230650897,0.14803797484260883,-1.0799209720565983,0.23486124751788395,-0.15736599161249387,-0.3356384848487721
-3.2948312317861905,-5.068023415555373,-5.40953169021445,-0.7691010468619197,-0.2602795017107127,-1.1360086215756837
1.9944359086721875,2.6668693093565423,0.18168497967430142,-9.645933752455576,-10.289331936305643,-11.140374976346138
5.167654973900966,3.882938310251916,3.300386806066115,-3.018842455409228,-3.2101675728122956,-3.6136529095510355
10.467309059666974,9.561928396425955,8.77241231228055,-5.931329484392805,-6.4414103180847775,-7.012966144037577
-0.09623150784689471,-0.5255727809501565,-1.1874784939748793,0.19625617013106478,-0.4443152364370917,-1.0683493479957207
-8.206752941911333,-9.231433218679413,-9.703746149603148,5.718227151884108,4.516148229234332,4.283307724423111
1.7564129015461134,0.21238459713717361,0.39407703102438063,11.98476978273537,11.43237304969675,9.01039800909399
8.886137098985031,8.300600629868981,7.654803228308722,2.0419115853207046,2.007073835686583,1.714862956085895
-0.7317512851127503,-1.5556273157761638,-1.8289600678157,1.473837518214097,2.005596088794988,0.8317072584789571
-0.838448511383632,-2.932146885480634,-3.541668023455145,2.3419530372979978,1.7773252093709857,0.9981275446715188
13.60748509517687,12.229930456980767,11.723402871820568,7.041568935759855,6.684336431470484,4.391330456735716
-1.4410253506998743,-2.0250914183987874,-2.7439129847305423,,,
0.2375096875808822,-0.5246176998350762,-0.6765451548796619,,,
9.637289516552642,10.239383673611655,7.761438707785061,,,
19.697033472965998,19.305930393234775,16.796833830785303,,,
